,State,Year,Month,Residential_MkWh,Industrial_MkWh,Commercial_MkWh,Value,Anomaly
383,AR,2007,12,1354539.0,1424025.0,879817.0,61.8,0.5
384,AR,2008,1,1682424.0,1419755.0,896509.0,61.7,0.4
385,AR,2008,2,1609485.0,1413936.0,884696.0,62.0,0.7
386,AR,2008,3,1397493.0,1356804.0,880519.0,61.3,0.0
387,AR,2008,4,1089789.0,1426947.0,847065.0,61.4,0.1
388,AR,2008,5,1066007.0,1470432.0,930063.0,61.2,-0.1
389,AR,2008,6,1498930.0,1519064.0,1069845.0,61.3,0.0
390,AR,2008,7,1806128.0,1574250.0,1165190.0,61.5,0.2
391,AR,2008,8,1931167.0,1611252.0,1171506.0,61.0,-0.3
392,AR,2008,9,1535874.0,1434169.0,1087044.0,60.7,-0.6
393,AR,2008,10,1162189.0,1370439.0,984937.0,60.4,-0.9
394,AR,2008,11,1073622.0,1300843.0,880167.0,60.1,-1.2
395,AR,2008,12,1539359.0,1140564.0,905811.0,59.9,-1.4
396,AR,2009,1,1729746.0,1149946.0,893120.0,59.8,-1.5
397,AR,2009,2,1522654.0,1111067.0,849537.0,60.1,-1.2
398,AR,2009,3,1307284.0,1093569.0,870996.0,60.2,-1.1
399,AR,2009,4,1082033.0,1083954.0,842197.0,60.3,-1.0
400,AR,2009,5,1066979.0,1117441.0,906291.0,60.2,-1.1
401,AR,2009,6,1394660.0,1240497.0,1047159.0,60.3,-1.0
402,AR,2009,7,1930262.0,1362948.0,1149699.0,60.1,-1.2
403,AR,2009,8,1801166.0,1383841.0,1148095.0,60.0,-1.3
404,AR,2009,9,1498380.0,1337060.0,1061480.0,60.0,-1.3
405,AR,2009,10,1163570.0,1279695.0,963284.0,59.7,-1.6
406,AR,2009,11,1040407.0,1266785.0,855774.0,60.2,-1.1
407,AR,2009,12,1448385.0,1283489.0,889269.0,59.9,-1.4
408,AR,2010,1,2058035.0,1254738.0,939383.0,59.8,-1.5
409,AR,2010,2,1757370.0,1284479.0,902974.0,58.9,-2.4
410,AR,2010,3,1521678.0,1261506.0,860107.0,58.7,-2.6
411,AR,2010,4,1088997.0,1336253.0,872007.0,59.0,-2.3
412,AR,2010,5,1085032.0,1415142.0,946563.0,59.3,-2.0
413,AR,2010,6,1656812.0,1473058.0,1123134.0,59.6,-1.7
414,AR,2010,7,2091591.0,1536632.0,1239452.0,59.9,-1.4
415,AR,2010,8,2227452.0,1580598.0,1293003.0,60.5,-0.8
416,AR,2010,9,1869576.0,1504110.0,1188419.0,60.8,-0.5
417,AR,2010,10,1290812.0,1413817.0,1030305.0,61.3,0.0
418,AR,2010,11,1057905.0,1372810.0,895381.0,61.1,-0.2
419,AR,2010,12,1525702.0,1341557.0,897476.0,61.2,-0.1
420,AR,2011,1,1936351.0,1360233.0,937317.0,61.3,0.0
421,AR,2011,2,1774501.0,1314141.0,886283.0,61.9,0.6
422,AR,2011,3,1285039.0,1350843.0,876817.0,62.1,0.8
423,AR,2011,4,1145455.0,1372142.0,897875.0,62.1,0.8
424,AR,2011,5,1135195.0,1385118.0,946690.0,61.7,0.4
425,AR,2011,6,1678755.0,1477306.0,1144021.0,61.7,0.4
426,AR,2011,7,2175124.0,1542898.0,1242063.0,62.0,0.7
427,AR,2011,8,2256786.0,1590133.0,1300255.0,61.9,0.6
428,AR,2011,9,1764355.0,1413408.0,1156851.0,61.5,0.2
429,AR,2011,10,1149430.0,1484196.0,1001711.0,61.3,0.0
430,AR,2011,11,1073649.0,1370644.0,881656.0,61.5,0.2
431,AR,2011,12,1412709.0,1332858.0,874591.0,61.8,0.5
432,AR,2012,1,1659640.0,1351472.0,899526.0,62.4,1.1
433,AR,2012,2,1460875.0,1328373.0,876065.0,62.7,1.4
434,AR,2012,3,1255879.0,1347509.0,890942.0,63.5,2.2
435,AR,2012,4,1048884.0,1381980.0,924368.0,63.6,2.3
436,AR,2012,5,1198146.0,1403097.0,991436.0,64.1,2.8
437,AR,2012,6,1630677.0,1457548.0,1113641.0,63.7,2.4
438,AR,2012,7,2072491.0,1529818.0,1232448.0,63.7,2.4
439,AR,2012,8,2157383.0,1570901.0,1257595.0,63.5,2.2
440,AR,2012,9,1752970.0,1419710.0,1157402.0,63.7,2.4
441,AR,2012,10,1219648.0,1405779.0,1008363.0,63.6,2.3
442,AR,2012,11,1113084.0,1358011.0,886095.0,63.4,2.1
443,AR,2012,12,1339625.0,1293557.0,864166.0,63.6,2.3
444,AR,2013,1,1776676.0,1280885.0,903313.0,63.4,2.1
445,AR,2013,2,1535085.0,1290188.0,878278.0,63.1,1.8
446,AR,2013,3,1514453.0,1293782.0,890421.0,61.8,0.5
447,AR,2013,4,1267509.0,1335540.0,882982.0,61.3,0.0
448,AR,2013,5,1110432.0,1309490.0,926715.0,60.8,-0.5
449,AR,2013,6,1443985.0,1366530.0,1061539.0,60.7,-0.6
450,AR,2013,7,1856024.0,1512940.0,1155013.0,60.2,-1.1
451,AR,2013,8,1847534.0,1551042.0,1182581.0,60.1,-1.2
452,AR,2013,9,1770095.0,1489268.0,1162563.0,60.2,-1.1
453,AR,2013,10,1346045.0,1448164.0,1049662.0,60.4,-0.9
454,AR,2013,11,1116864.0,1346638.0,903747.0,60.2,-1.1
455,AR,2013,12,1634587.0,1340910.0,901139.0,59.6,-1.7
456,AR,2014,1,2001883.0,1302918.0,949835.0,59.1,-2.2
457,AR,2014,2,1931429.0,1250400.0,925713.0,58.7,-2.6
458,AR,2014,3,1573645.0,1316956.0,896901.0,58.7,-2.6
459,AR,2014,4,1142417.0,1347524.0,852796.0,58.8,-2.5
460,AR,2014,5,1061928.0,1296342.0,900619.0,58.9,-2.4
461,AR,2014,6,1411381.0,1390977.0,1059133.0,58.8,-2.5
462,AR,2014,7,1745698.0,1490187.0,1140965.0,58.6,-2.7
463,AR,2014,8,1775250.0,1584212.0,1187626.0,58.6,-2.7
464,AR,2014,9,1791746.0,1512955.0,1178717.0,58.4,-2.9
465,AR,2014,10,1273313.0,1439452.0,1050084.0,58.6,-2.7
466,AR,2014,11,1171240.0,1396067.0,933253.0,58.4,-2.9
467,AR,2014,12,1561188.0,1322729.0,912393.0,58.7,-2.6
468,AR,2015,1,1894259.0,1239479.0,947946.0,59.0,-2.3
469,AR,2015,2,1703415.0,1236000.0,915158.0,58.7,-2.6
470,AR,2015,3,1791695.0,1239388.0,939601.0,59.0,-2.3
471,AR,2015,4,1072926.0,1267811.0,895512.0,59.2,-2.1
472,AR,2015,5,1063747.0,1309293.0,936160.0,59.3,-2.0
473,AR,2015,6,1440283.0,1395782.0,1065261.0,59.5,-1.8
474,AR,2015,7,1960938.0,1481309.0,1217213.0,60.0,-1.3
475,AR,2015,8,2074524.0,1529546.0,1253979.0,59.9,-1.4
476,AR,2015,9,1664952.0,1429608.0,1159660.0,60.1,-1.2
477,AR,2015,10,1271523.0,1394312.0,1029412.0,60.1,-1.2
478,AR,2015,11,1028512.0,1268127.0,915093.0,60.9,-0.4
479,AR,2015,12,1306616.0,1247438.0,878241.0,61.4,0.1
480,AR,2016,1,1679054.0,1282098.0,937330.0,61.5,0.2
481,AR,2016,2,1585814.0,1275772.0,883476.0,62.4,1.1
482,AR,2016,3,1265602.0,1276236.0,881502.0,62.9,1.6
483,AR,2016,4,1039170.0,1301974.0,878849.0,62.9,1.6
484,AR,2016,5,1039155.0,1325121.0,926210.0,62.7,1.4
485,AR,2016,6,1437434.0,1359223.0,1066183.0,62.8,1.5
486,AR,2016,7,2070373.0,1515513.0,1240233.0,62.8,1.5
487,AR,2016,8,2008686.0,1491211.0,1241402.0,62.9,1.6
488,AR,2016,9,1746238.0,1419605.0,1183109.0,63.0,1.7
489,AR,2016,10,1408347.0,1336926.0,1074035.0,63.3,2.0
490,AR,2016,11,1091239.0,1355186.0,956386.0,63.4,2.1
491,AR,2016,12,1413122.0,1287282.0,908918.0,62.8,1.5
492,AR,2017,1,1730600.0,1314022.0,929094.0,63.3,2.0
493,AR,2017,2,1312425.0,1325081.0,838724.0,63.7,2.4
494,AR,2017,3,1212138.0,1343028.0,906830.0,63.8,2.5
495,AR,2017,4,1066495.0,1385878.0,879390.0,63.9,2.6
496,AR,2017,5,1097782.0,1422447.0,938905.0,63.9,2.6
497,AR,2017,6,1452342.0,1495294.0,1069513.0,63.7,2.4
498,AR,2017,7,1789796.0,1526854.0,1168473.0,63.5,2.2
499,AR,2017,8,1890327.0,1594090.0,1188526.0,63.3,2.0
500,AR,2017,9,1578056.0,1449254.0,1120493.0,63.1,1.8
501,AR,2017,10,1376703.0,1496376.0,1056473.0,62.7,1.4
502,AR,2017,11,1132498.0,1407751.0,918961.0,62.6,1.3
503,AR,2017,12,1387616.0,1386192.0,897136.0,62.5,1.2
504,AR,2018,1,2120161.0,1392412.0,973144.0,61.8,0.5
505,AR,2018,2,1737679.0,1364197.0,903152.0,61.2,-0.1
506,AR,2018,3,1324186.0,1440272.0,885620.0,61.1,-0.2
507,AR,2018,4,1134680.0,1440558.0,873798.0,60.3,-1.0
508,AR,2018,5,1212950.0,1506704.0,988938.0,60.9,-0.4
509,AR,2018,6,1729316.0,1556769.0,1147444.0,61.3,0.0
510,AR,2018,7,2046823.0,1676885.0,1243808.0,61.4,0.1
511,AR,2018,8,1949348.0,1674310.0,1226153.0,61.6,0.3
512,AR,2018,9,1775471.0,1602551.0,1177548.0,61.7,0.4
513,AR,2018,10,1422667.0,1551431.0,1072814.0,61.7,0.4
514,AR,2018,11,1204863.0,1465909.0,906972.0,61.0,-0.3
515,AR,2018,12,1601062.0,1392788.0,878888.0,61.2,-0.1
516,AR,2019,1,1745897.0,1371762.0,934662.0,61.6,0.3
517,AR,2019,2,1646438.0,1365889.0,883026.0,61.6,0.3
518,AR,2019,3,1540953.0,1379618.0,890850.0,61.2,-0.1
519,AR,2019,4,1148615.0,1359720.0,858128.0,61.7,0.4
520,AR,2019,5,1110812.0,1423571.0,918605.0,61.3,0.0
521,AR,2019,6,1493306.0,1459891.0,1039809.0,60.9,-0.4
522,AR,2019,7,1841468.0,1536824.0,1156584.0,60.7,-0.6
523,AR,2019,8,2005425.0,1600979.0,1221297.0,60.8,-0.5
524,AR,2019,9,1901884.0,1534901.0,1208658.0,61.2,-0.1
525,AR,2019,10,1503819.0,1423776.0,1037503.0,61.0,-0.3
526,AR,2019,11,1256632.0,1425962.0,881717.0,61.1,-0.2
527,AR,2019,12,1554875.0,1383668.0,869021.0,61.2,-0.1
528,AR,2020,1,1663000.0,1395000.0,903000.0,61.5,0.2
529,AR,2020,2,1559000.0,1389000.0,869000.0,61.4,0.1
530,AR,2020,3,1380000.0,1379000.0,856000.0,62.0,0.7
531,AR,2020,4,1119000.0,1283000.0,776000.0,61.8,0.5
532,AR,2020,5,1142000.0,1280000.0,779000.0,61.5,0.2
533,AR,2020,6,1490000.0,1300000.0,951000.0,61.6,0.3
534,AR,2020,7,1972000.0,1430000.0,1122000.0,61.8,0.5
535,AR,2020,8,1975000.0,1563000.0,1145000.0,61.6,0.3
536,AR,2020,9,1719000.0,1481000.0,1058000.0,60.9,-0.4
537,AR,2020,10,1243000.0,1432000.0,963000.0,60.8,-0.5
538,AR,2020,11,1147000.0,1393000.0,839000.0,61.4,0.1
539,AR,2020,12,1570000.0,1435000.0,849000.0,61.2,-0.1
540,AR,2021,1,1913440.5,1431668.5,893973.27,60.9,-0.4
541,AR,2021,2,1851477.7,1347738.9,878561.03,60.1,-1.2
542,AR,2021,3,1667484.5,1335007.5,834978.44,60.0,-1.3
543,AR,2021,4,1099633.4,1476419.7,841237.5,60.0,-1.3
544,AR,2021,5,1137041.6,1524906.1,872790.1,60.0,-1.3
545,AR,2021,6,1508726.6,1564384.1,1018739.1,60.0,-1.3
546,AR,2021,7,1931767.5,1661727.0,1137738.6,59.9,-1.4
547,AR,2021,8,2021692.9,1739772.6,1190546.5,60.1,-1.2
548,AR,2021,9,1858879.7,1603506.2,1136184.3,60.3,-1.0
549,AR,2021,10,1329231.5,1571052.2,989389.27,60.8,-0.5
550,AR,2021,11,1208297.7,1505190.8,846521.79,60.5,-0.8
551,AR,2021,12,1390341.6,1466640.5,876248.09,61.4,0.1
552,AR,2022,1,1765720.7,1442970.9,947801.42,61.1,-0.2
553,AR,2022,2,1796177.6,1322474.4,856325.64,61.7,0.4
554,AR,2022,3,1531273.1,1390643.0,874014.79,61.5,0.2
555,AR,2022,4,1155101.8,1472757.1,833566.38,61.6,0.3
556,AR,2022,5,1246570.0,1547090.7,924013.55,62.0,0.7
557,AR,2022,6,1667650.7,1553148.7,1067597.7,62.1,0.8
558,AR,2022,7,2211679.0,1675569.1,1233979.3,62.5,1.2
559,AR,2022,8,2086538.9,1665663.5,1211296.3,62.4,1.1
560,AR,2022,9,1685218.7,1516814.4,1117538.5,62.3,1.0
561,AR,2022,10,1265279.0,1486881.6,975455.14,62.0,0.7
562,AR,2022,11,1198950.8,1468107.7,852031.67,62.0,0.7
563,AR,2022,12,1640500.9,1418137.0,892904.69,61.2,-0.1
564,AR,2023,1,1809297.2,1467999.2,921838.39,61.8,0.5
565,AR,2023,2,1565301.5,1454608.8,835504.59,62.4,1.1
566,AR,2023,3,1277220.9,1423878.6,837260.9,62.4,1.1
567,AR,2023,4,1102913.3,1461796.1,822716.82,62.5,1.2
568,AR,2023,5,1154301.3,1555174.0,914433.63,62.4,1.1
569,AR,2023,6,1527071.9,1615089.3,1042025.1,62.3,1.0
570,AR,2023,7,1978672.9,1649443.6,1166049.4,62.0,0.7
571,AR,2023,8,2167459.4,1720829.4,1268331.8,62.2,0.9
572,AR,2023,9,1853964.1,1650307.0,1159648.4,62.3,1.0
573,AR,2023,10,1288892.1,1516059.4,986328.44,62.5,1.2
574,AR,2023,11,1159483.4,1541707.6,875957.08,62.7,1.4
575,AR,2023,12,1489393.1,1524111.2,863962.61,62.9,1.6
576,AZ,2000,1,1893887.0,938570.0,1475497.0,60.8,-0.6
577,AZ,2000,2,1426397.0,920160.0,1415813.0,60.9,-0.5
578,AZ,2000,3,1543327.0,964963.0,1588751.0,60.6,-0.8
579,AZ,2000,4,1416665.0,1000432.0,1592088.0,61.4,0.0
580,AZ,2000,5,1915707.0,1054183.0,1929923.0,61.9,0.5
581,AZ,2000,6,2489640.0,1026275.0,1976734.0,62.1,0.7
582,AZ,2000,7,2959331.0,1053453.0,2176533.0,62.4,1.0
583,AZ,2000,8,3149226.0,1072193.0,2341000.0,62.5,1.1
584,AZ,2000,9,2621957.0,1066794.0,1939040.0,62.7,1.3
585,AZ,2000,10,2024775.0,986114.0,1756066.0,62.4,1.0
586,AZ,2000,11,1563813.0,953577.0,1682762.0,61.5,0.1
587,AZ,2000,12,1839252.0,938422.0,1536494.0,61.7,0.3
588,AZ,2001,1,2062589.0,921865.0,1613827.0,61.2,-0.2
589,AZ,2001,2,1790024.0,851259.0,1591777.0,60.9,-0.5
590,AZ,2001,3,1690146.0,927766.0,1541259.0,61.0,-0.4
591,AZ,2001,4,1404356.0,969079.0,1618718.0,60.6,-0.8
592,AZ,2001,5,1983740.0,1004996.0,1909374.0,60.6,-0.8
593,AZ,2001,6,2571914.0,974624.0,2023760.0,60.6,-0.8
594,AZ,2001,7,3052180.0,976886.0,2189841.0,60.4,-1.0
595,AZ,2001,8,3116466.0,1011426.0,2143067.0,60.4,-1.0
596,AZ,2001,9,2836723.0,945209.0,2103481.0,60.4,-1.0
597,AZ,2001,10,2219555.0,948356.0,1949913.0,60.8,-0.6
598,AZ,2001,11,1584348.0,915960.0,1724308.0,61.6,0.2
599,AZ,2001,12,1888131.0,929320.0,1635897.0,61.2,-0.2
600,AZ,2002,1,2153421.0,894993.0,1572927.0,61.4,0.0
601,AZ,2002,2,1810845.0,809905.0,1549009.0,61.5,0.1
602,AZ,2002,3,1641836.0,907477.0,1674851.0,61.4,0.0
603,AZ,2002,4,1520687.0,916453.0,1682147.0,61.7,0.3
604,AZ,2002,5,1858684.0,940353.0,1948337.0,61.4,0.0
605,AZ,2002,6,2562150.0,977983.0,2051664.0,61.5,0.1
606,AZ,2002,7,3297105.0,986038.0,2286355.0,61.7,0.3
607,AZ,2002,8,3287334.0,978345.0,2184974.0,61.8,0.4
608,AZ,2002,9,2866614.0,958096.0,2123638.0,61.6,0.2
609,AZ,2002,10,2097304.0,888454.0,1908707.0,61.2,-0.2
610,AZ,2002,11,1508090.0,841431.0,1727050.0,61.1,-0.3
611,AZ,2002,12,1808544.0,926850.0,1661432.0,61.2,-0.2
612,AZ,2003,1,2003974.0,826040.0,1747790.0,61.7,0.3
613,AZ,2003,2,1594625.0,811912.0,1724511.0,61.7,0.3
614,AZ,2003,3,1661931.0,878481.0,1800202.0,61.7,0.3
615,AZ,2003,4,1456990.0,869459.0,1839073.0,61.2,-0.2
616,AZ,2003,5,1826874.0,925468.0,2099298.0,61.3,-0.1
617,AZ,2003,6,2743419.0,986488.0,2336272.0,61.1,-0.3
618,AZ,2003,7,3492683.0,978605.0,2599966.0,61.2,-0.2
619,AZ,2003,8,3573922.0,1002708.0,2591402.0,61.2,-0.2
620,AZ,2003,9,3192199.0,911691.0,2507286.0,61.3,-0.1
621,AZ,2003,10,2474178.0,939921.0,2324596.0,61.9,0.5
622,AZ,2003,11,1713780.0,866019.0,1945170.0,61.7,0.3
623,AZ,2003,12,2006945.0,916709.0,1908974.0,61.9,0.5
624,AZ,2004,1,2164288.0,923597.0,1848804.0,61.4,0.0
625,AZ,2004,2,1938699.0,912392.0,1792786.0,61.1,-0.3
626,AZ,2004,3,1878701.0,964278.0,1959128.0,61.7,0.3
627,AZ,2004,4,1730017.0,959315.0,2068279.0,61.9,0.5
628,AZ,2004,5,2161958.0,1038883.0,2235063.0,61.9,0.5
629,AZ,2004,6,2849687.0,1025074.0,2458376.0,61.9,0.5
630,AZ,2004,7,3466457.0,1048662.0,2563737.0,61.6,0.2
631,AZ,2004,8,3599142.0,1060811.0,2574109.0,61.4,0.0
632,AZ,2004,9,3078342.0,1015451.0,2510090.0,61.2,-0.2
633,AZ,2004,10,2183295.0,1025877.0,2190911.0,60.6,-0.8
634,AZ,2004,11,1680233.0,961731.0,1972628.0,60.4,-1.0
635,AZ,2004,12,2189832.0,970106.0,1932513.0,60.4,-1.0
636,AZ,2005,1,2285564.0,904871.0,1933155.0,60.6,-0.8
637,AZ,2005,2,1813869.0,843286.0,1876899.0,60.9,-0.5
638,AZ,2005,3,1739195.0,970370.0,1956106.0,60.3,-1.1
639,AZ,2005,4,1684065.0,954307.0,1980037.0,60.2,-1.2
640,AZ,2005,5,2169640.0,977398.0,2419471.0,60.2,-1.2
641,AZ,2005,6,3136458.0,1022410.0,2503715.0,60.0,-1.4
642,AZ,2005,7,4006275.0,947233.0,2785727.0,60.3,-1.1
643,AZ,2005,8,3830346.0,1014066.0,2785035.0,60.2,-1.2
644,AZ,2005,9,3465896.0,939295.0,2655244.0,60.4,-1.0
645,AZ,2005,10,2486598.0,954269.0,2394403.0,60.6,-0.8
646,AZ,2005,11,1744612.0,908559.0,2115230.0,61.0,-0.4
647,AZ,2005,12,2181126.0,942629.0,2063329.0,61.1,-0.3
648,AZ,2006,1,2274609.0,985633.0,2022313.0,61.1,-0.3
649,AZ,2006,2,1894931.0,914091.0,1927646.0,61.2,-0.2
650,AZ,2006,3,1895812.0,1030520.0,2069501.0,61.1,-0.3
651,AZ,2006,4,1827169.0,974184.0,2082371.0,61.2,-0.2
652,AZ,2006,5,2510850.0,1056365.0,2546917.0,61.4,0.0
653,AZ,2006,6,3557019.0,1069061.0,2719992.0,61.8,0.4
654,AZ,2006,7,4298301.0,1091745.0,2891825.0,61.8,0.4
655,AZ,2006,8,4092734.0,1105044.0,2827787.0,61.8,0.4
656,AZ,2006,9,3390564.0,1012584.0,2687178.0,61.5,0.1
657,AZ,2006,10,2422062.0,1039831.0,2449914.0,61.3,-0.1
658,AZ,2006,11,1878320.0,986806.0,2242588.0,61.3,-0.1
659,AZ,2006,12,2325106.0,993528.0,2157877.0,61.1,-0.3
660,AZ,2007,1,2741368.0,909629.0,2199653.0,60.7,-0.7
661,AZ,2007,2,2150083.0,903161.0,2014663.0,60.6,-0.8
662,AZ,2007,3,1951808.0,1002956.0,2222888.0,61.1,-0.3
663,AZ,2007,4,1858231.0,1002096.0,2279589.0,61.2,-0.2
664,AZ,2007,5,2640821.0,1046655.0,2698315.0,61.0,-0.4
665,AZ,2007,6,3436468.0,1059739.0,2714907.0,60.8,-0.6
666,AZ,2007,7,4399499.0,1081874.0,2980704.0,60.8,-0.6
667,AZ,2007,8,4277215.0,1151064.0,3112364.0,61.0,-0.4
668,AZ,2007,9,4055138.0,1013430.0,2950956.0,61.4,0.0
669,AZ,2007,10,2574468.0,1092376.0,2635341.0,61.5,0.1
670,AZ,2007,11,1999471.0,1016730.0,2355613.0,61.7,0.3
671,AZ,2007,12,2352089.0,1001582.0,2310264.0,61.6,0.2
672,AZ,2008,1,2631999.0,1018666.0,2160665.0,61.7,0.3
673,AZ,2008,2,2305571.0,984557.0,2136436.0,61.5,0.1
674,AZ,2008,3,1995196.0,1040655.0,2195014.0,61.3,-0.1
675,AZ,2008,4,1853922.0,1051012.0,2265723.0,61.2,-0.2
676,AZ,2008,5,2307143.0,1078168.0,2526719.0,60.8,-0.6
677,AZ,2008,6,3291162.0,1134603.0,2773729.0,60.8,-0.6
678,AZ,2008,7,4275857.0,1141486.0,2982982.0,60.6,-0.8
679,AZ,2008,8,4264160.0,1156561.0,3071489.0,60.5,-0.9
680,AZ,2008,9,3613725.0,1100985.0,2909137.0,60.5,-0.9
681,AZ,2008,10,2602966.0,1108198.0,2590632.0,60.6,-0.8
682,AZ,2008,11,1920174.0,1024978.0,2316116.0,60.4,-1.0
683,AZ,2008,12,2174495.0,1029482.0,2233553.0,60.6,-0.8
684,AZ,2009,1,2422325.0,924818.0,2114030.0,61.1,-0.3
685,AZ,2009,2,1936352.0,838395.0,2049109.0,61.2,-0.2
686,AZ,2009,3,1946795.0,899531.0,2158471.0,61.3,-0.1
687,AZ,2009,4,1778824.0,953034.0,2149156.0,61.2,-0.2
688,AZ,2009,5,2764783.0,938327.0,2650117.0,61.8,0.4
689,AZ,2009,6,3105657.0,915725.0,2586872.0,61.4,0.0
690,AZ,2009,7,4313263.0,1020958.0,2969583.0,61.6,0.2
691,AZ,2009,8,4340108.0,991758.0,3005752.0,61.7,0.3
692,AZ,2009,9,3629328.0,977225.0,2820199.0,61.7,0.3
693,AZ,2009,10,2440992.0,948779.0,2446471.0,61.4,0.0
694,AZ,2009,11,1883894.0,891790.0,2279117.0,61.4,0.0
695,AZ,2009,12,2284523.0,900056.0,2156813.0,61.1,-0.3
696,AZ,2010,1,2447284.0,886278.0,2080458.0,60.8,-0.6
697,AZ,2010,2,1980622.0,836353.0,1986059.0,60.6,-0.8
698,AZ,2010,3,1981996.0,930771.0,2100551.0,60.4,-1.0
699,AZ,2010,4,1821234.0,907740.0,2231927.0,60.3,-1.1
700,AZ,2010,5,2248051.0,960482.0,2396930.0,59.7,-1.7
701,AZ,2010,6,3355807.0,991388.0,2689339.0,59.9,-1.5
702,AZ,2010,7,4438662.0,1021709.0,3021317.0,59.8,-1.6
703,AZ,2010,8,4123425.0,1033540.0,2934327.0,59.8,-1.6
704,AZ,2010,9,3575563.0,1010437.0,2823505.0,59.9,-1.5
705,AZ,2010,10,2441991.0,985976.0,2369075.0,60.1,-1.3
706,AZ,2010,11,1832638.0,944005.0,2204930.0,59.8,-1.6
707,AZ,2010,12,2200865.0,933296.0,2104501.0,60.4,-1.0
708,AZ,2011,1,2461210.0,979179.0,2185793.0,60.3,-1.1
709,AZ,2011,2,2143862.0,912430.0,2094467.0,60.1,-1.3
710,AZ,2011,3,1891082.0,1006257.0,2104637.0,60.5,-0.9
711,AZ,2011,4,1964429.0,988825.0,2273701.0,60.7,-0.7
712,AZ,2011,5,2294513.0,1044657.0,2431259.0,60.7,-0.7
713,AZ,2011,6,3300472.0,1053480.0,2703916.0,60.7,-0.7
714,AZ,2011,7,4307509.0,1102805.0,2912336.0,60.6,-0.8
715,AZ,2011,8,4479791.0,1148833.0,3179171.0,60.9,-0.5
716,AZ,2011,9,3606677.0,1068840.0,2737508.0,60.8,-0.6
717,AZ,2011,10,2391502.0,1038896.0,2457774.0,60.8,-0.6
718,AZ,2011,11,1792654.0,990593.0,2159280.0,60.9,-0.5
719,AZ,2011,12,2445373.0,1017445.0,2272487.0,60.3,-1.1
720,AZ,2012,1,2356337.0,993453.0,2024723.0,60.7,-0.7
721,AZ,2012,2,1906415.0,969763.0,2075525.0,61.0,-0.4
722,AZ,2012,3,1902542.0,990351.0,2162900.0,60.8,-0.6
723,AZ,2012,4,2016944.0,996978.0,2337111.0,61.0,-0.4
724,AZ,2012,5,2737507.0,1080110.0,2633427.0,61.5,0.1
725,AZ,2012,6,3725835.0,1061338.0,2793035.0,61.7,0.3
726,AZ,2012,7,4137424.0,1079194.0,2865370.0,61.7,0.3
727,AZ,2012,8,4303760.0,1129765.0,3124446.0,61.5,0.1
728,AZ,2012,9,3392709.0,1037426.0,2750355.0,61.4,0.0
729,AZ,2012,10,2399395.0,1062861.0,2471108.0,61.5,0.1
730,AZ,2012,11,1836625.0,993715.0,2212711.0,61.9,0.5
731,AZ,2012,12,2207475.0,1053163.0,2241544.0,62.1,0.7
732,AZ,2013,1,2684017.0,1011197.0,2167128.0,61.5,0.1
733,AZ,2013,2,2068192.0,929246.0,2038584.0,61.3,-0.1
734,AZ,2013,3,1940257.0,1021661.0,2163075.0,61.5,0.1
735,AZ,2013,4,1965614.0,996973.0,2351878.0,61.4,0.0
736,AZ,2013,5,2684360.0,1079307.0,2660855.0,61.3,-0.1
737,AZ,2013,6,3812136.0,1055216.0,2885783.0,61.3,-0.1
738,AZ,2013,7,4370592.0,1111573.0,3066163.0,61.4,0.0
739,AZ,2013,8,4075921.0,1126876.0,3096130.0,61.3,-0.1
740,AZ,2013,9,3338685.0,1070038.0,2776625.0,61.2,-0.2
741,AZ,2013,10,2062976.0,1074924.0,2371894.0,60.7,-0.7
742,AZ,2013,11,1766360.0,1007695.0,2260008.0,60.5,-0.9
743,AZ,2013,12,2334493.0,1034711.0,2200897.0,60.5,-0.9
744,AZ,2014,1,2299846.0,1148798.0,2100774.0,61.1,-0.3
745,AZ,2014,2,1803929.0,996189.0,1974982.0,61.8,0.4
746,AZ,2014,3,1791151.0,1113779.0,2178258.0,61.7,0.3
747,AZ,2014,4,1931272.0,1139320.0,2236391.0,61.7,0.3
748,AZ,2014,5,2573548.0,1262026.0,2553548.0,61.6,0.2
749,AZ,2014,6,3705489.0,1288537.0,2744916.0,61.5,0.1
750,AZ,2014,7,4377210.0,1365784.0,2966923.0,61.5,0.1
751,AZ,2014,8,3913453.0,1387244.0,2900894.0,61.3,-0.1
752,AZ,2014,9,3434426.0,1331677.0,2782831.0,61.5,0.1
753,AZ,2014,10,2431192.0,1281651.0,2499821.0,62.0,0.6
754,AZ,2014,11,1842349.0,1141160.0,2197868.0,62.0,0.6
755,AZ,2014,12,2242216.0,1205562.0,2152674.0,62.3,0.9
756,AZ,2015,1,2342847.0,1176382.0,2196455.0,62.1,0.7
757,AZ,2015,2,1703145.0,1078628.0,1934596.0,62.3,0.9
758,AZ,2015,3,1976382.0,1146879.0,2224677.0,62.5,1.1
759,AZ,2015,4,1960532.0,1121576.0,2247038.0,62.4,1.0
760,AZ,2015,5,2313432.0,1183401.0,2408171.0,62.1,0.7
761,AZ,2015,6,3750006.0,1268376.0,2761931.0,62.2,0.8
762,AZ,2015,7,4222747.0,1375614.0,2919608.0,61.9,0.5
763,AZ,2015,8,4411632.0,1413269.0,3066475.0,62.3,0.9
764,AZ,2015,9,3529071.0,1319352.0,2770257.0,62.4,1.0
